id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate,date,lag_1,lag_2,lag_3,lag_6,lag_12,roll_3_mean,roll_6_mean,roll_3_std,roll_6_std,month_sin,month_cos,temp_change,precipitation_change,lai_change,spike_ratio,acceleration,growth_rate,outbreak_flag,outbreak_frequency_12m,log_cases,outbreak
8775,32nd week,Assam,Darrang,Acute Diarrhoeal Disease,400.0,0,9,8,2009,26.75,92.5,1.730537934,21.0,301.21,Diarrheal Diseases,0.0,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,400.0,0.0,0.0,1,0.0,5.993961427306569,1
6272,11th week,Assam,Darrang,Acute Diarrhoeal Disease,10.0,2,11,3,2012,26.75,92.5,0.039508487,11.0,297.005,Diarrheal Diseases,0.18181818181818182,2012-03-01,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,-4.204999999999984,-1.691029447,-10.0,10.0,400.0,400.0,0,0.0,2.3978952727983707,0
6328,17th week,Assam,Darrang,Acute Diarrhoeal Disease,26.0,2,25,4,2012,26.75,92.5,0.302716335,12.0,299.76,Diarrheal Diseases,0.07407407407407407,2012-04-01,10.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,2.7549999999999955,0.263207848,1.0,26.0,-390.0,10.0,0,0.0,3.295836866004329,0
5472,22nd week,Assam,Darrang,Acute Diarrhoeal Disease,46.0,2,24,5,2013,26.75,92.5,0.826356968,9.0,302.4,Diarrheal Diseases,0.0425531914893617,2013-05-01,26.0,10.0,400.0,0.0,0.0,145.33333333333334,0.0,220.6928483964384,0.0,0.49999999999999994,-0.8660254037844387,2.6399999999999864,0.5236406330000001,-3.0,0.31435079726651477,16.0,-0.9326683291770573,0,0.0,3.8501476017100584,0
4608,2nd week,Assam,Darrang,Acute Diarrhoeal Disease,9.0,2,2,1,2014,26.75,92.5,0.003284459,5.0,293.032,Diarrheal Diseases,0.2,2014-01-01,46.0,26.0,10.0,0.0,0.0,27.333333333333332,0.0,18.036999011291773,0.0,0.49999999999999994,0.8660254037844387,-9.367999999999995,-0.8230725090000001,-4.0,0.31764705882352945,20.0,3.272727272727273,0,0.0,2.302585092994046,0
1833,40th week,Assam,Darrang,Acute Diarrhoeal Disease,11.0,2,2,10,2018,26.75,92.5,0.395313056,33.0,296.4066666,Diarrheal Diseases,0.16666666666666666,2018-10-01,9.0,46.0,26.0,0.0,0.0,27.0,0.0,18.520259177452324,0.0,-0.8660254037844386,0.5000000000000001,3.374666600000012,0.392028597,28.0,0.39285714285714285,-37.0,-0.6296296296296297,0,0.0,2.4849066497880004,0
8868,40th week,Assam,Darrang,Cholera,12.0,3,24,9,2009,26.75,92.5,1.037069879,32.0,286.48,Diarrheal Diseases,0.23076923076923078,2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,-9.926666599999976,0.6417568229999999,-1.0,12.0,0.0,0.0,0,0.0,2.5649493574615367,0
6472,22nd week,Assam,Darrang,Cholera,38.0,1,16,5,2012,26.75,92.5,0.745301686,9.0,300.895,Diarrheal Diseases,0.02564102564102564,2012-05-01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,14.414999999999964,-0.2917681929999999,-23.0,38.0,12.0,12.0,0,0.0,3.6635616461296463,0
1057,35th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,7.0,1,28,8,2019,26.4365974,92.0342718,0.679440462,9.0,300.4466666,Diarrheal Diseases,0.125,2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,2.0794415416798357,0
1304,46th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,2.0,1,10,11,2019,26.4365974,92.0342718,0.023171562,34.0,297.08,Diarrheal Diseases,0.3333333333333333,2019-11-01,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-3.3666666000000305,-0.6562688999999999,25.0,2.0,7.0,7.0,0,0.0,1.0986122886681098,0
343,30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1.0,1,15,7,2021,26.4365974,92.0342718,0.564602328,5.0,271.9,Encephalitis,0.5,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-25.180000000000007,0.541430766,-29.0,1.0,0.0,0.0,0,0.0,0.6931471805599453,0
832,22nd week,Assam,Dhemaji,Acute Diarrhoeal Disease,15.0,1,1,6,2019,27.4668315,94.51786509,0.134382796,2.0,298.996,Diarrheal Diseases,0.0625,2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,2.772588722239781,0
8225,25th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5.0,3,4,6,2010,27.4668315,94.51786509,1.370331055,2.0,300.06,Encephalitis,0.5,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,1.0640000000000214,1.2359482590000002,0.0,5.0,0.0,0.0,0,0.0,1.791759469228055,0
7420,28th week,Assam,Dhemaji,Acute Encephalitis Syndrome,3.0,1,3,7,2011,27.4668315,94.51786509,1.32918677,5.5,297.44,Encephalitis,0.25,2011-07-01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-2.6200000000000045,-0.041144285000000114,3.5,3.0,5.0,5.0,0,0.0,1.3862943611198906,0
7481,29th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5.0,1,7,7,2011,27.4668315,94.51786509,0.998728901,7.0,283.27,Encephalitis,0.16666666666666666,2011-07-01,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-14.170000000000016,-0.33045786899999996,1.5,5.0,-2.0,3.0,0,0.0,1.791759469228055,0
317,27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2.0,1,9,7,2021,27.4668315,94.51786509,0.670955046,4.0,274.91,Encephalitis,0.3333333333333333,2021-07-01,5.0,3.0,5.0,0.0,0.0,4.333333333333333,0.0,1.1547005383792517,0.0,-0.4999999999999997,-0.8660254037844388,-8.359999999999957,-0.327773855,-3.0,0.375,2.0,0.0,0,0.0,1.0986122886681098,0
6991,48th week,Assam,Dhemaji,Dengue,11.0,1,22,10,2012,27.4668315,94.51786509,0.003671217,9.0,300.17,Dengue,0.08333333333333333,2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,25.25999999999999,-0.667283829,5.0,11.0,0.0,0.0,0,0.0,2.4849066497880004,0
4436,41st week,Assam,Dhemaji,Dengue,11.0,1,24,9,2015,27.4668315,94.51786509,2.000969521,18.0,302.5,Dengue,0.08333333333333333,2015-09-01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,2.329999999999984,1.997298304,9.0,11.0,11.0,11.0,0,0.0,2.4849066497880004,0
4457,42nd week,Assam,Dhemaji,Dengue,11.0,1,24,9,2015,27.4668315,94.51786509,2.000969521,18.0,302.5,Dengue,0.08333333333333333,2015-09-01,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,11.0,0.0,11.0,0,0.0,2.4849066497880004,0
8140,21st week,Assam,Dhemaji,Malaria,257.0,1,10,5,2010,27.4668315,94.51786509,1.05596465,8.0,296.57,Malaria,0.003875968992248062,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,-5.930000000000007,-0.9450048710000001,-10.0,257.0,0.0,0.0,1,0.0,5.552959584921617,1
1496,18th week,Assam,Dhubri,Acute Diarrhoeal Disease,12.0,1,3,5,2018,26.01894625,89.94188952,1.284291834,12.0,300.44,Diarrheal Diseases,0.07692307692307693,2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,2.5649493574615367,0
2520,42nd week,Assam,Dhubri,Dengue,7.0,1,9,10,2017,26.01894625,89.94188952,0.617118558,20.0,301.412,Dengue,0.125,2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.97199999999998,-0.667173276,8.0,7.0,0.0,0.0,0,0.0,2.0794415416798357,0
8266,27th week,Assam,Dhubri,Malaria,140.0,1,8,6,2010,26.01894625,89.94188952,4.658001312,2.0,290.95,Malaria,0.0070921985815602835,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,-10.461999999999989,4.040882754,-18.0,140.0,0.0,0.0,1,0.0,4.948759890378168,1
790,15th week,Assam,Dhubri,Malaria,15.0,1,11,4,2019,26.01894625,89.94188952,0.276406662,13.0,297.892,Malaria,0.0625,2019-04-01,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,6.942000000000007,-4.381594649999999,11.0,15.0,140.0,140.0,0,0.0,2.772588722239781,0
825,21st week,Assam,Dhubri,Malaria,12.0,1,21,5,2019,26.01894625,89.94188952,0.769246917,10.0,298.556,Malaria,0.07692307692307693,2019-05-01,15.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,0.6639999999999873,0.492840255,-3.0,12.0,-125.0,15.0,0,0.0,2.5649493574615367,0
8175,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4.0,1,6,6,2010,27.4844597,94.9019447,1.901711645,2.0,289.49,Diarrheal Diseases,0.2,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,1.6094379124341003,0
8425,35th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,12.0,1,13,8,2010,27.4844597,94.9019447,0.485282387,17.5,300.14,Diarrheal Diseases,0.07692307692307693,2010-08-01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,10.649999999999977,-1.416429258,15.5,12.0,4.0,4.0,0,0.0,2.5649493574615367,0
8621,49th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,166.0,2,7,11,2010,27.4844597,94.9019447,0.017819482,19.0,301.19,Diarrheal Diseases,0.011976047904191617,2010-11-01,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,1.0500000000000114,-0.467462905,1.5,166.0,8.0,12.0,1,0.0,5.117993812416755,1
7302,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4.0,1,6,6,2011,27.4844597,94.9019447,1.323451787,11.0,300.05,Diarrheal Diseases,0.2,2011-06-01,166.0,12.0,4.0,0.0,0.0,60.666666666666664,0.0,91.30899919139041,0.0,1.2246467991473532e-16,-1.0,-1.1399999999999864,1.305632305,-8.0,0.06486486486486487,154.0,32.4,0,0.0,1.6094379124341003,0
6425,21st week,Assam,Dibrugarh,Acute Diarrhoeal Disease,86.0,2,21,5,2012,27.4844597,94.9019447,0.828011969,15.0,299.212,Diarrheal Diseases,0.022988505747126436,2012-05-01,4.0,166.0,12.0,0.0,0.0,60.666666666666664,0.0,91.30899919139041,0.0,0.49999999999999994,-0.8660254037844387,-0.8380000000000223,-0.49543981800000003,4.0,1.3945945945945946,-162.0,-0.6153846153846154,1,0.0,4.465908118654584,1
6572,26th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,23.0,2,6,6,2012,27.4844597,94.9019447,1.913111273,11.0,283.66,Diarrheal Diseases,0.08333333333333333,2012-06-01,86.0,4.0,166.0,0.0,0.0,85.33333333333333,0.0,81.002057587035,0.0,1.2246467991473532e-16,-1.0,-15.551999999999964,1.0850993039999999,-4.0,0.26640926640926643,82.0,-0.47904191616766467,0,0.0,3.1780538303479458,0
6889,39th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,67.0,2,18,9,2012,27.4844597,94.9019447,2.309937183,2.0,297.58,Diarrheal Diseases,0.029411764705882353,2012-09-01,23.0,86.0,4.0,4.0,0.0,37.666666666666664,49.166666666666664,42.92241061885192,65.0428064175176,-1.0,-1.8369701987210297e-16,13.919999999999959,0.3968259100000002,-9.0,1.7327586206896552,-63.0,3.8,1,0.0,4.219507705176107,1
5375,16th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,33.0,2,16,4,2013,27.4844597,94.9019447,1.191392867,6.0,293.445,Diarrheal Diseases,0.058823529411764705,2013-04-01,67.0,23.0,86.0,12.0,0.0,58.666666666666664,59.666666666666664,32.31614663497695,61.268806636547666,0.8660254037844387,-0.4999999999999998,-4.134999999999991,-1.1185443160000001,4.0,0.553072625698324,44.0,-0.21839080459770116,0,0.0,3.5263605246161616,0
4726,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,68.0,2,6,6,2014,27.4844597,94.9019447,0.213873255,11.0,303.0333334,Diarrheal Diseases,0.028985507246376812,2014-06-01,33.0,67.0,23.0,166.0,0.0,41.0,63.166666666666664,23.06512518934157,58.540299509540155,1.2246467991473532e-16,-1.0,9.58833340000001,-0.977519612,5.0,1.619047619047619,-34.0,0.4166666666666667,1,0.0,4.23410650459726,1
4758,24th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,68.0,2,6,6,2014,27.4844597,94.9019447,0.213873255,11.0,303.0333334,Diarrheal Diseases,0.028985507246376812,2014-06-01,68.0,33.0,67.0,4.0,0.0,56.0,46.833333333333336,19.92485884517125,31.568444159740714,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.1929824561403508,35.0,0.014705882352941176,1,0.0,4.23410650459726,1
5195,46th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,42.0,2,9,11,2014,27.4844597,94.9019447,0.001084233,19.0,302.3666666,Diarrheal Diseases,0.046511627906976744,2014-11-01,68.0,68.0,33.0,86.0,0.0,56.333333333333336,57.5,20.207259421636877,24.13917977065502,-0.5000000000000004,0.8660254037844384,-0.66666680000003,-0.21278902200000002,8.0,0.7325581395348837,0.0,1.0294117647058822,0,0.0,3.7612001156935624,0
4499,45th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,28.0,2,28,10,2015,27.4844597,94.9019447,0.062207113,20.0,299.8933334,Diarrheal Diseases,0.06896551724137931,2015-10-01,42.0,68.0,68.0,23.0,0.0,59.333333333333336,50.166666666666664,15.011106998930234,20.09394602029844,-0.8660254037844386,0.5000000000000001,-2.4733331999999564,0.061122880000000004,1.0,0.46408839779005523,-26.0,-0.37681159420289856,0,0.0,3.367295829986474,0
2688,7th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,10.0,2,2,2,2016,27.4844597,94.9019447,0.030255543,9.0,292.9166666,Diarrheal Diseases,0.18181818181818182,2016-02-01,28.0,42.0,68.0,67.0,4.0,46.0,51.0,20.297783130184413,18.804254837669074,0.8660254037844386,0.5000000000000001,-6.976666800000032,-0.03195157,-11.0,0.2127659574468085,-14.0,-0.5797101449275363,0,5.0,2.3978952727983707,0
2000,9th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,21.0,2,10,2,2017,27.4844597,94.9019447,0.012404683,9.0,298.1166666,Diarrheal Diseases,0.09090909090909091,2017-02-01,10.0,28.0,42.0,33.0,12.0,26.666666666666668,41.5,16.041612554021253,23.028243528328453,0.8660254037844386,0.5000000000000001,5.199999999999989,-0.01785086,0.0,0.7590361445783133,-18.0,-0.7441860465116279,0,5.0,3.091042453358316,0
2027,13th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,8.0,1,14,3,2017,27.4844597,94.9019447,0.539816578,10.0,292.68,Diarrheal Diseases,0.1111111111111111,2017-03-01,21.0,10.0,28.0,68.0,166.0,19.666666666666668,39.5,9.073771725877405,24.394671549336373,1.0,6.123233995736766e-17,-5.436666599999967,0.5274118950000001,1.0,0.3870967741935484,11.0,-0.2413793103448276,0,5.0,2.1972245773362196,0
2633,52nd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,30.0,1,12,12,2017,27.4844597,94.9019447,0.000170675,12.0,296.016,Diarrheal Diseases,0.03225806451612903,2017-12-01,8.0,21.0,10.0,68.0,4.0,13.0,29.5,6.999999999999918,22.60752087248847,-2.4492935982947064e-16,1.0,3.3360000000000127,-0.539645903,2.0,2.142857142857143,-13.0,-0.18181818181818182,0,4.0,3.4339872044851463,0
813,19th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,9.0,2,9,5,2019,27.4844597,94.9019447,0.889684084,11.5,294.38,Diarrheal Diseases,0.2,2019-05-01,30.0,8.0,21.0,42.0,86.0,19.666666666666668,23.166666666666668,11.060440015357988,12.906070922890084,0.49999999999999994,-0.8660254037844387,-1.636000000000024,0.889513409,-0.5,0.43548387096774194,22.0,0.4090909090909091,0,4.0,2.302585092994046,0
889,25th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,70.0,2,15,6,2019,27.4844597,94.9019447,0.565957878,12.0,302.32,Diarrheal Diseases,0.028169014084507043,2019-06-01,9.0,30.0,8.0,28.0,23.0,15.666666666666666,17.666666666666668,12.423096769056103,9.973297682645855,1.2246467991473532e-16,-1.0,7.939999999999998,-0.323726206,0.5,4.2,-21.0,0.1111111111111111,1,3.0,4.2626798770413155,1
578,6th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,6.0,2,30,1,2020,27.4844597,94.9019447,0.01485558,10.0,292.3933334,Diarrheal Diseases,0.2857142857142857,2020-01-01,70.0,9.0,30.0,10.0,67.0,36.333333333333336,24.666666666666668,30.989245446337225,23.81316162685394,0.49999999999999994,0.8660254037844387,-9.926666599999976,-0.551102298,-2.0,0.1607142857142857,61.0,1.2903225806451613,0,4.0,1.9459101490553132,0
624,20th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,21.0,2,14,5,2020,27.4844597,94.9019447,0.647208568,17.0,304.0933334,Diarrheal Diseases,0.09090909090909091,2020-05-01,6.0,70.0,9.0,21.0,33.0,28.333333333333332,24.0,36.11555528208493,24.35569748539348,0.49999999999999994,-0.8660254037844387,11.699999999999989,0.6323529880000001,7.0,0.7159090909090909,-64.0,-0.3,0,3.0,3.091042453358316,0
149,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,18.0,2,10,6,2022,27.4844597,94.9019447,0.862114992,11.0,294.68,Diarrheal Diseases,0.10526315789473684,2022-06-01,21.0,6.0,70.0,8.0,68.0,32.333333333333336,24.0,33.47138081007911,24.35569748539348,1.2246467991473532e-16,-1.0,-9.413333399999999,0.21490642399999993,-6.0,0.5399999999999999,15.0,-0.6901408450704225,0,3.0,2.9444389791664403,0
8141,21st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,3.0,2,5,5,2010,27.4844597,94.9019447,0.357180515,8.0,300.54,Encephalitis,0.5,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,5.860000000000014,-0.5049344769999999,-3.0,3.0,0.0,0.0,0,0.0,1.3862943611198906,0
8167,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,4.0,2,10,5,2010,27.4844597,94.9019447,1.05596465,8.0,296.57,Encephalitis,0.4,2010-05-01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,-3.9700000000000273,0.6987841349999999,0.0,4.0,3.0,3.0,0,0.0,1.6094379124341003,0
5308,8th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,5.0,2,17,1,2013,27.4844597,94.9019447,0.00203022,9.0,292.53,Encephalitis,0.3333333333333333,2013-01-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-4.0400000000000205,-1.05393443,1.0,5.0,1.0,4.0,0,0.0,1.791759469228055,0
5611,27th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,89.0,18,17,1,2013,27.4844597,94.9019447,0.00203022,9.0,292.53,Encephalitis,0.2,2013-01-01,5.0,4.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,17.8,1.0,0.5,1,0.0,4.499809670330265,1
5748,31st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,183.0,48,16,6,2013,27.4844597,94.9019447,0.025702251,17.0,303.77,Encephalitis,0.2608695652173913,2013-06-01,89.0,5.0,4.0,0.0,0.0,32.666666666666664,0.0,48.7886598845811,0.0,1.2246467991473532e-16,-1.0,11.240000000000009,0.023672031,8.0,5.435643564356436,84.0,17.0,1,0.0,5.214935757608986,1
4865,29th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,43.0,9,4,7,2014,27.4844597,94.9019447,0.773578551,3.0,279.84,Encephalitis,0.20454545454545456,2014-07-01,183.0,89.0,5.0,0.0,0.0,92.33333333333333,0.0,89.04680417248747,0.0,-0.4999999999999997,-0.8660254037844388,-23.930000000000007,0.7478762999999999,-14.0,0.46071428571428574,94.0,29.666666666666668,0,0.0,3.784189633918261,0
3019,24th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,67.0,9,27,1,2016,27.4844597,94.9019447,0.030667933,8.0,292.22,Encephalitis,0.1323529411764706,2016-01-01,43.0,183.0,89.0,3.0,0.0,105.0,54.5,71.35825109964507,71.39677863881535,0.49999999999999994,0.8660254037844387,12.380000000000052,-0.7429106179999999,5.0,0.6320754716981132,-140.0,-0.5111111111111111,1,0.0,4.219507705176107,1
2243,28th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,33.0,8,21,12,2016,27.4844597,94.9019447,0.00035947,13.0,296.544,Encephalitis,0.23529411764705882,2016-12-01,67.0,43.0,183.0,4.0,0.0,97.66666666666667,65.16666666666667,74.86877408728776,66.79645699186946,-2.4492935982947064e-16,1.0,4.323999999999955,-0.030308463,5.0,0.33445945945945943,24.0,-0.6304347826086957,0,0.0,3.5263605246161616,0
2136,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,18.0,3,26,3,2017,27.4844597,94.9019447,0.100789256,10.0,300.0,Encephalitis,0.15789473684210525,2017-03-01,33.0,67.0,43.0,5.0,0.0,47.666666666666664,70.0,17.473789896108187,62.38910161238099,1.0,6.123233995736766e-17,3.4560000000000173,0.100429786,-3.0,0.36986301369863017,-34.0,-0.22727272727272727,0,0.0,2.9444389791664403,0
8729,29th week,Assam,Dibrugarh,Cholera,2.0,0,10,7,2009,27.4844597,94.9019447,1.026480786,3.0,273.74,Diarrheal Diseases,0.0,2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-26.25999999999999,0.92569153,-7.0,2.0,0.0,0.0,0,0.0,1.0986122886681098,0
8485,39th week,Assam,Dibrugarh,Cholera,10.0,2,10,9,2010,27.4844597,94.9019447,1.132057663,13.0,294.94,Diarrheal Diseases,0.18181818181818182,2010-09-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,21.19999999999999,0.10557687700000007,10.0,10.0,2.0,2.0,0,0.0,2.3978952727983707,0
6622,29th week,Assam,Dibrugarh,Cholera,15.0,2,16,7,2012,27.4844597,94.9019447,1.551064922,3.0,287.44,Diarrheal Diseases,0.125,2012-07-01,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-7.5,0.4190072589999998,-10.0,15.0,8.0,10.0,0,0.0,2.772588722239781,0
6022,41st week,Assam,Dibrugarh,Cholera,17.0,2,28,9,2013,27.4844597,94.9019447,0.314526253,25.0,301.684,Diarrheal Diseases,0.1111111111111111,2013-09-01,15.0,10.0,2.0,0.0,0.0,9.0,0.0,6.557438524302,0.0,-1.0,-1.8369701987210297e-16,14.244000000000028,-1.236538669,22.0,1.7,5.0,4.333333333333333,0,0.0,2.8903717578961645,0
6003,41st week,Assam,Dibrugarh,Cholera,11.0,2,8,10,2013,27.4844597,94.9019447,1.542603066,21.0,293.8933334,Diarrheal Diseases,0.16666666666666666,2013-10-01,17.0,15.0,10.0,0.0,0.0,14.0,0.0,3.605551275463989,0.0,-0.8660254037844386,0.5000000000000001,-7.790666600000009,1.2280768130000002,-4.0,0.7333333333333333,2.0,0.6363636363636364,0,0.0,2.4849066497880004,0
6114,45th week,Assam,Dibrugarh,Cholera,18.0,2,30,10,2013,27.4844597,94.9019447,0.565476399,22.0,298.348,Diarrheal Diseases,0.10526315789473684,2013-10-01,11.0,17.0,15.0,0.0,0.0,14.333333333333334,0.0,3.0550504633038935,0.0,-0.8660254037844386,0.5000000000000001,4.454666599999996,-0.9771266670000001,1.0,1.1739130434782608,-6.0,-0.25,0,0.0,2.9444389791664403,0
2384,35th week,Assam,Dibrugarh,Cholera,24.0,2,24,8,2017,27.4844597,94.9019447,0.401762508,22.0,291.265,Diarrheal Diseases,0.08,2017-08-01,18.0,11.0,17.0,2.0,0.0,15.333333333333334,12.166666666666666,3.785938897200183,5.913261931173578,-0.8660254037844385,-0.5000000000000004,-7.083000000000027,-0.163713891,0.0,1.4693877551020407,7.0,0.05555555555555555,0,0.0,3.2188758248682006,0
8555,43rd week,Assam,Dibrugarh,Dengue,3.0,2,22,9,2010,27.4844597,94.9019447,0.878768672,13.0,297.58,Dengue,0.5,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,6.314999999999998,0.47700616399999995,-9.0,3.0,0.0,0.0,0,0.0,1.3862943611198906,0
3334,32nd week,Assam,Dibrugarh,Dengue,14.0,2,1,8,2016,27.4844597,94.9019447,0.34930717,13.0,291.615,Dengue,0.13333333333333333,2016-08-01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-5.964999999999975,-0.529461502,0.0,14.0,3.0,3.0,0,0.0,2.70805020110221,0
1590,25th week,Assam,Dibrugarh,Dengue,7.0,2,18,6,2018,27.4844597,94.9019447,1.015468781,11.0,292.42,Dengue,0.25,2018-06-01,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.8050000000000068,0.666161611,-2.0,7.0,11.0,14.0,0,0.0,2.0794415416798357,0
1312,46th week,Assam,Dibrugarh,Dengue,1.0,2,24,10,2019,27.4844597,94.9019447,0.3143609,21.0,299.708,Dengue,1.0,2019-10-01,7.0,14.0,3.0,0.0,0.0,8.0,0.0,5.5677643628300215,0.0,-0.8660254037844386,0.5000000000000001,7.288000000000011,-0.701107881,10.0,0.1111111111111111,-7.0,1.0,0,0.0,0.6931471805599453,0
762,10th week,Assam,Dima Hasao,Acute Diarrhoeal Disease,9.0,1,7,3,2019,25.40036255,93.07522923,0.052660306,32.0,297.712,Diarrheal Diseases,0.1,2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,2.302585092994046,0
